structure_number,county,location,feature_carried,feature_crossed,owner,year_built,year_reconstructed,date_of_last_inspection_mmyy,bridge_condition,latitude,longitude
1077870,Nassau,'.3 MI N INT MSP & SSP','JERUSALEM AVENUE','EAST MEADOW BROOK',State Highway Agency,1936,,1019,Fair,40.69465277820734,-73.57490555638526
1079260,Suffolk,'0.6 MI N OF ROUTE 25A','RTE 110','MILL DAM CREEK',State Highway Agency,2012,,0419,Good,40.8789138888327,-73.4219805557525
1080090,Suffolk,'1.1 MILE WEST OF NY109','RTE 27','SANTAPOGUE CREEK',State Highway Agency,2007,,0618,Fair,40.684016666840336,-73.35213888881171
1367500,Suffolk,'1.2MI W.INTERS RTS 112&27','WAVERLY AVE-CR 19','27 27 07051222  RTE 27',State Highway Agency,1989,,0919,Fair,40.77729444402146,-73.02975277794958
1367510,Suffolk,'0.4MI.W.INTERS.RTS 112&27','N OCEAN AVE-CR 83','27  27 07051230  RTE 27',State Highway Agency,1989,,0919,Good,40.77895277825813,-73.01577777780436
1520160,Nassau,'.2 MI E NYC L -SSP','ELMONT ROAD','RTE 908M',State Highway Agency,1956,,0219,Fair,40.68824999985803,-73.72275555626139
1520170,Nassau,'1.5 MI E NYC LINE ON SSP','NORTH FLETCHER AVE','RTE 908M',State Highway Agency,1956,,0519,Fair,40.679272221964965,-73.7002333332245
1520180,Nassau,'2.1 NI E NYC LINE & SSP','CORONA AVE','RTE 908M',State Highway Agency,1929,1956,1118,Good,40.683258333303385,-73.68835555611128
1520190,Nassau,'2.2 MI E NYC LINE & SSP','FRANKLIN AVENUE','RTE 908M',State Highway Agency,1957,,1118,Good,40.68341666718978,-73.68582500015931
1520200,Nassau,'3.3 MI E NYC LINE ON SSP','HEMPSTEAD AVENUE','RTE 908M',State Highway Agency,1956,,0219,Fair,40.68252500017593,-73.66333055572592
1520210,Nassau,'3.9 MI E NYC LINE ON SSP','WOODFIELD AVENUE','RTE 908M',State Highway Agency,1956,,0319,Good,40.683319443692575,-73.65281944404495
1520229,Nassau,'5.1 MI E NYC L-SSP','PENINSULA BLVD','RTE 908M',State Highway Agency,1955,2014,0219,Fair,40.690258333314944,-73.63276944395874
1520230,Nassau,'5.5 MI W JCT SSP + WSP','HEMP-FRANKLIN AVE','RTE 908M',State Highway Agency,1929,2014,1018,Fair,40.68798055612545,-73.62395277768579
1520249,Nassau,'5 MI W JCT SSP + WSP','BALDWIN ROAD','RTE 908M',State Highway Agency,1957,,1118,Fair,40.68718333311935,-73.61454166744322
1520250,Nassau,'4.6 MI W JCT SSP & WSP','MILBURN AVENUE','RTE 908M',State Highway Agency,1940,,0719,Good,40.684011110915456,-73.60725277765205
1520260,Nassau,'4 MI W JCT SSP + WSP','NASSAU ROAD','RTE 908M',State Highway Agency,1956,2017,1018,Good,40.6869027777938,-73.59448333278786
1520270,Nassau,'3.8 MI W JCT SSP & WSP','PARK AVENUE','RTE 908M',State Highway Agency,1956,,0419,Good,40.68904722168335,-73.59118888904406
1520289,Nassau,'3.1 MI W JCT RTS SSP+WSP','SSP-MSP CONNECTOR','RTE 908M',State Highway Agency,1956,,0119,Fair,40.690800000065984,-73.57740277765365
1520300,Nassau,'2.6 MI W JCT SSP & WSP','MEADOWBROOK ROAD','RTE 908M',State Highway Agency,1940,1956,0918,Good,40.68986944433978,-73.56760555623065
1520310,Nassau,'2.4 MI W JCT SSP & WSP','MERRICK AVENUE','RTE 908M',State Highway Agency,1930,1956,0619,Good,40.690119443974645,-73.56300833344108
1520320,Nassau,'1.7 MI W JCT SSP & WSP','BELLMORE AVENUE','RTE 908M',State Highway Agency,1956,,0719,Good,40.692438889202755,-73.55071666744216
1520340,Nassau,'.8 MI W JCT SSP & WSP','BELLMORE ROAD','RTE 908M',State Highway Agency,1930,,0719,Fair,40.69903333331399,-73.53363611140968
1520350,Nassau,'.6 MI W JCT RTS SSP+WSP','OAKFIELD ROAD','RTE 908M',State Highway Agency,1956,,0118,Fair,40.69993888932347,-73.53020277824155
1520360,Nassau,'AT FREEPORT-S OF SSP','BABYLON TURNPIKE','RTE 908E',State Highway Agency,1935,1963,0119,Fair,40.665224999824204,-73.56856111126638
1520370,Nassau,'AT FREEPORT-S OF SSP','WASHINGTON AVENUE','RTE 908E',State Highway Agency,1935,1963,0119,Fair,40.67997500011001,-73.57224999986147
1520380,Nassau,'1.7 MI S JCT SSP & WSP','PARK AVENUE','RTE 908T',State Highway Agency,1965,,0219,Good,40.674480556120116,-73.51377500007827
1523680,Nassau,'.1 MI E JCT SH 25 & NSP','MSP NB TO NSP WB','GLEN COVE ROAD',State Highway Agency,1958,1990,0519,Fair,40.75612499994932,-73.6190888891058
1523690,Nassau,'.2 MILE S JCT SH 25 & NSP','908G 908G03116A01','GLEN COVE ROAD',State Highway Agency,1989,,0519,Fair,40.75494444426675,-73.61873611081224
1523700,Nassau,'.4M SE RTE 25 & NSP','NSP W/B TO MSP S/B','MSP N/B TO NSP W/B',State Highway Agency,1990,,1119,Good,40.754499999834714,-73.6163666668081
1523711,Nassau,'0.4MI E RTS 25 & NSP','RTE 908G','908G 908G03011070',State Highway Agency,1989,,0619,Good,40.755827777685894,-73.61553333295672
1523712,Nassau,'0.4MI E RTS 25 & NSP','RTE 908G','908G 908G03011070',State Highway Agency,1990,,0619,Fair,40.75556944394341,-73.61580277813462
1523720,Nassau,'0.3MI E RTE 25 & NSPWY','GL COVE RD-NSP E/B','MSP N/B TO NSP W/B',State Highway Agency,1990,,1119,Good,40.755294444292296,-73.61696666685778
2058380,Suffolk,'2.2 MI NE JCT SH 231 + I4','DIX HILLS ROAD','OLD COUNTRY RD',State Highway Agency,1949,,0418,Fair,40.82554166706605,-73.36468611113591
2200010,Nassau,'AT ISLAND PARK','WARWICK BLVD','ISLAND PARK CANAL',Town or Township Highway Agency,1989,,0218,Fair,40.60168055576556,-73.6622444440384
2200020,Nassau,'1 MILE SW OF MANHASSET','COLONIAL ROAD','LONG ISLAND-P WSH',Town or Township Highway Agency,2016,,0818,Good,40.790413889174424,-73.71731666684784
2200030,Nassau,'NW OF PORT WASHINGTON','SANDS POINT ROAD','MAINT FACILITY',Town or Township Highway Agency,1911,,0518,Fair,40.84543333311878,-73.71088055584073
2200040,Nassau,'SW OF EAST ROCKAWAY','SEAWANE DRIVE','AUERBACH CHANNEL',Town or Township Highway Agency,1932,,0519,Poor,40.62662777826409,-73.68310000027077
2200060,Nassau,'AT LONG BEACH','EAST PINE STREET','SARAZEN CANAL',City or Municipal Highway Agency,1968,2003,0519,Good,40.592394444262965,-73.64584444358033
2200070,Nassau,'0UIMET CANAL/EAST PINE ST','EAST PINE ST','OUIMET CANAL',City or Municipal Highway Agency,1968,2002,0618,Good,40.592413888735294,-73.64302500021273
2200080,Nassau,'IN LONG BEACH','EAST PINE STREET','HAGEN CANAL',City or Municipal Highway Agency,1968,2002,0618,Good,40.59243333320212,-73.64017499975245
2200100,Suffolk,'1.1 MI E OF AMAGANSETT','CRANBERRY HOLE RD','LONG ISLAND-MK BR',Town or Township Highway Agency,1895,,0819,Fair,40.98000277824586,-72.11166944436877
2261040,Nassau,'.4 MILE WEST OF WESTBURY','ELLISON AVENUE','LONG ISLAND- M.L.',Town or Township Highway Agency,2016,,0818,Good,40.751222222093006,-73.59525277755792
2261050,Nassau,'0.8 MI EAST OF WESTBURY','GRAND BLVD','LIRR MAIN LINE',Town or Township Highway Agency,1988,,0818,Good,40.7562500000403,-73.57408055620469
2261060,Suffolk,'IN RONKONKOMA','RONKONKOMA AVENUE','EASTON STREET  LIRR - MA',County Highway Agency,1990,,0918,Good,40.80745277822533,-73.11117777760957
2261100,Suffolk,'1.1 MILES E OF CUTCHOGUE','BRIDGE LANE','LONG ISLAND-Mainl',Town or Township Highway Agency,1885,,0819,Fair,41.03309444426671,-72.48095833265828
2261110,Nassau,'1 MILE EAST OF SYOSSET','SOUTH WOODS ROAD','LIRR PT JEFF BRCH',Town or Township Highway Agency,1911,,0819,Fair,40.827538889124355,-73.48092777832099
2261120,Suffolk,'1.5 MI E OF E NORTHPORT','OLD BRIDGE ROAD','LIRR PT JEFF BRCH',Town or Township Highway Agency,1990,,0818,Good,40.88183055619429,-73.30024444374341
2261130,Suffolk,'IN SMITHTOWN','EDGEWOOD AVENUE','LONG ISLAND-PT JF',Town or Township Highway Agency,1958,,0819,Fair,40.85514722189866,-73.20495833324824
2261140,Suffolk,'.5 MILE EAST OF EASTPORT','RIVER AVENUE','LONG ISLAND-MK BR',Town or Township Highway Agency,1907,1990,1219,Poor,40.82409999986861,-72.72449166726851
2261150,Suffolk,'AT WATER MILL','HEAD OF POND ROAD','LONG ISLAND-MK BR',Town or Township Highway Agency,1913,,0819,Fair,40.9070805556987,-72.36309166702318
2261160,Suffolk,'1.7 MI E OF BRIDGEHAMPTON','SAGG ROAD','LONG ISLAND-MK BR',Town or Township Highway Agency,1921,2003,0819,Fair,40.94945277801653,-72.2818500000379
2261190,Nassau,'1.4 MI SW OF MANHASSET','BARSTOW RD','LIRR PT WASH BR',Town or Township Highway Agency,1935,,0918,Poor,40.787597221674126,-73.72456944436456
2261200,Nassau,'0.2 MI SW OF MANHASSET ST','MANHASSET AVENUE','LONG ISLAND-PW BR',Other Local Agencies,2000,,0818,Good,40.795341666908186,-73.70232500017646
2261210,Nassau,'.5 MILE NE OF MANHASSET','BRIDGE ROAD','LONG ISLAND-PT WS',Town or Township Highway Agency,1898,,0819,Fair,40.80158055579931,-73.69479444381095
2261240,Nassau,'EAST OF SANDS POINT','SANDS POINT PARK','DRY STREAM BED',County Highway Agency,1900,,0419,Fair,40.85525277785846,-73.72116111131075
2261340,Suffolk,'.7 MILE W OF PT JEFFERSON','SHEEP PASTURE RD','LONG ISLAND-PT JF',Town or Township Highway Agency,1906,,0819,Fair,40.93443333306193,-73.0669749999564
2261360,Suffolk,'SOUTH OF LINDENHURST','RIVIERA DR EAST','SANTA BARBARA CNL',Town or Township Highway Agency,2018,,1219,Good,40.667141666792695,-73.37979999988991
2261370,Suffolk,'SOUTH OF LINDENHURST','RIVIERA DR WEST','SANTA BARBARA CNL',Town or Township Highway Agency,2018,,1219,Good,40.66700555633067,-73.38043611131563
2261390,Suffolk,'SOUTH OF BRIGHTWATERS','LAKEVIEW AVENUE W','UPPER CASCADE LK',Town or Township Highway Agency,1910,,0519,Fair,40.713891666896416,-73.26368333327666
2261400,Suffolk,'SOUTH OF BRIGHTWATERS','LAKEVIEW AVENUE E','MIRROR LAKE',Town or Township Highway Agency,1910,,0519,Fair,40.71407777815532,-73.26295277837184
2261500,Nassau,'SOUTHWEST OF AMITYVILLE','LINCOLN AVENUE','YACHT CANAL',Town or Township Highway Agency,1995,,0619,Fair,40.65904166667442,-73.42862777803785
2261510,Suffolk,'WEST OF OAKDALE','BILTMORE AVENUE','CONNETQUOT RIVER',Town or Township Highway Agency,1930,2012,0419,Fair,40.74695555609258,-73.15028611137019
2261550,Nassau,'SOUTH OF MATINICOCK PT','SOUTHLAND DRIVE','DOSORIS POND',City or Municipal Highway Agency,1929,2004,0418,Fair,40.89339166700913,-73.63579444432119
2261590,Nassau,'NE OF LOCUST VALLEY','CLEFT RD','BEAVER LAKE',Town or Township Highway Agency,1973,,0318,Fair,40.88779722216315,-73.56519722236129
2261600,Nassau,'AT WANTAGH','PARK AVE','MILL POND',Town or Township Highway Agency,1940,,0318,Fair,40.67475833292601,-73.51456666737187
2261610,Suffolk,'AT PATCHOGUE','ROE BLVD','PATCHOGUE LAKE',Town or Township Highway Agency,1920,,0418,Fair,40.77463333297694,-73.0229694438306
2269120,Suffolk,'0.6 MI N OF BELMONT & SSP','AUGUST AVENUE','CARLLS RIVER',Town or Township Highway Agency,1940,,0519,Fair,40.7410555559546,-73.34415000031014
2269940,Suffolk,'IN RIVERHEAD','PECONIC BAY BLVD','BRUSHS CREEK',Town or Township Highway Agency,2003,,0719,Good,40.957644443823526,-72.54935833292544
2270040,Suffolk,'Town of East Hampton','Gerard Drive','Gardiners Bay',Town or Township Highway Agency,2004,,0419,Good,41.03670000019543,-72.13643055565632
2270290,Nassau,'City of Glen Cove','Charles St','Glen Cove Crk',City or Municipal Highway Agency,2007,,0419,Good,40.86234444391866,-73.63584999973163
2270300,Suffolk,'South Hampton','EMMETT DRIVE','Long Island RR',Town or Township Highway Agency,1999,,0819,Good,40.8597833327302,-72.56740833284626
3019291,Suffolk,'SUNRISE HWY - EXIT 55','PATCHOG-YAPHANK R','RTE 27',County Highway Agency,1976,,0718,Fair,40.787333332848945,-72.9644833327857
3019510,Suffolk,'.2 MI SE JCT SH 27 & SH 2','MONTAUK HIGHWAY','LIRR-MONTAUK BRCH',County Highway Agency,1913,1975,0818,Fair,40.74673333272806,-73.1437027781661
3019530,Suffolk,'.7 MI W JCT RT 112&MTK HY','MONTAUK HWY-CR 85','PATCHOGUE RIVER',County Highway Agency,1939,,0318,Fair,40.76593333280583,-73.02043333269692
3019560,Suffolk,'.1 MI E JCT RT 24&MTK HWY','MONTAUK HIGHWAY','LIRR-MONTAUK BRCH',County Highway Agency,1934,,0818,Fair,40.88140555583157,-72.51225833300117
3019570,Suffolk,'.7 MI E JCT RT 24&MTK HWY','MONTAUK HWY','SHINNECOCK CANAL',County Highway Agency,1970,,0418,Fair,40.88497777786875,-72.50078333261358
3056420,Suffolk,'.7 MI W JCT WFLOYD&MTK HY','MONTAUK HWY-CR 85','CARMANS RIVER',State Highway Agency,1941,,0218,Fair,40.80102777821671,-72.88370555581311
3056639,Nassau,'2.4 MI N OF HEMPSTEAD','CHAS LINDBERGH BL','908E908E03011095  RTE 90',County Highway Agency,1970,,1218,Fair,40.72962499979613,-73.58105277818012
3300010,Nassau,'AT BAYVILLE','WEST SHORE ROAD','MILL NECK CREEK',County Highway Agency,1938,1993,0719,Fair,40.90344999989863,-73.54863888934278
3300030,Nassau,'1.0 MI W OF GT NECK','OLD MILL ROAD','OLD MILL BROOK',County Highway Agency,1946,,0318,Fair,40.79471388913553,-73.74507499989427
3300040,Nassau,'2.1 MI SW OF HEMPSTEAD','HEMPSTEAD AVENUE','PINES BROOK',County Highway Agency,1932,1985,0218,Fair,40.68705555620649,-73.66054444434695
3300050,Nassau,'IN MALVERNE','LAKEVIEW AVENUE','PINES BROOK',County Highway Agency,1963,,0218,Fair,40.66724722193181,-73.65190000038531
3300060,Nassau,'0.2 MI. S JCT RTE 27&MILL','MILL ROAD','WATTS BROOK',County Highway Agency,1964,,0218,Fair,40.65858055569774,-73.70960555629668
3300070,Nassau,'0.6MI SE VALLEY STREAM','ROCKAWAY AVENUE','FOSTERS BROOK',County Highway Agency,1952,,0218,Good,40.655019444179516,-73.6989333326678
3300080,Nassau,'3.9 MI E NYC LI ON RTE 27','MERRICK ROAD','SMITH POND OUTLET',County Highway Agency,1939,,0218,Fair,40.65819444426297,-73.6539305558468
3300120,Nassau,'0.7 MI NW CEDAR HURST','ROCKWAY TURNPIKE','MOTT CREEK',County Highway Agency,1993,,0318,Good,40.632474999870354,-73.73899722236243
3300140,Nassau,'0.7 MI NW CEDARHURST','EAST AVENUE','HOOK CREEK',Town or Township Highway Agency,1928,1988,0318,Fair,40.63451388929556,-73.74063055627997
3300150,Nassau,'1.0 MI NE EAST ROCKAWAY','PEARL STREET','MILL RIVER',County Highway Agency,1932,1986,0419,Fair,40.64417499994368,-73.65831944405065
3300160,Nassau,'.5 MILE E OF E ROCKAWAY','ATLANTIC AVENUE','MILL RIVER',County Highway Agency,1946,1991,0318,Fair,40.64075555573447,-73.65930833287157
3300170,Nassau,'1.7 MI S VALLEY STR','MILL ROAD','FOSTERS BROOK',County Highway Agency,1951,,0218,Fair,40.651899999662014,-73.708816666594
3300180,Nassau,'1.5 MI S VALLEY STR','BROOKFIELD ROAD','FOSTERS BROOK',County Highway Agency,1951,1986,0318,Fair,40.65068055576221,-73.71224722217129
3300200,Nassau,'0.6 MI E BALDWIN','MERRICK ROAD','MILBURN CREEK',County Highway Agency,1956,,0518,Fair,40.65105833314717,-73.60304999971385
3300210,Nassau,'.6 MI SW OF ROCKVILLE CTR','PARK AVENUE','MILL RIVER',County Highway Agency,1952,2006,0319,Fair,40.652636110860286,-73.654494443622
3300220,Nassau,'0.5 MI SE E ROCKAWAY','LAWSON BOULEVARD','POWELL  CREEK',County Highway Agency,1961,,0418,Fair,40.63722222183158,-73.65469444363853
3300230,Nassau,'1.0 MI SE E ROCKAWAY','DALY BOULEVARD','SIMONSONS CHANNEL',County Highway Agency,1961,,0618,Fair,40.620599999795395,-73.6496388887129
3300240,Nassau,'1.5 MI SE E ROCKAWAY','DALY BOULEVARD','LIRR LONG BCH BR',County Highway Agency,1961,,1018,Fair,40.620488888737555,-73.6508500000739
3300271,Nassau,'1.3 MI NE OF ISLAND PARK','LONG BEACH ROAD','BARNUM ISLD CREEK',County Highway Agency,2018,,0919,Good,40.616916667320055,-73.64208888921138
3300272,Nassau,'1.3 MI NE OF ISLAND PARK','LONG BEACH ROAD','BARNUM ISLD CREEK',County Highway Agency,2018,,0919,Good,40.61664722177354,-73.64199166724309
3300280,Nassau,'0.2 MI N ATLANT BCH BRDG','BEACH 2ND STREET','BANNISTER CREEK',County Highway Agency,1993,,0519,Good,40.597663889272205,-73.73806111136103
3300290,Nassau,'AT ISLAND PARK','ISLAND PARKWAY','ISLAND PARK CANAL',County Highway Agency,1959,1984,0218,Fair,40.605138888934206,-73.66153055557706
3300301,Nassau,'0.5 MI S OF ISLAND PARK','LONG BEACH RD SB','REYNOLDS CHANNEL',County Highway Agency,1953,1978,0618,Fair,40.594547221686156,-73.65685833334271
3300302,Nassau,'0.5 MI S OF ISLAND PARK','LONG BEACH RD NB','REYNOLDS CHANNEL',County Highway Agency,1953,1978,0618,Fair,40.59456111102552,-73.65657222172132
3300310,Nassau,'1.1 MI NNW OF CEDARHURST','BRANCH BOULEVARD','MOTT CREEK',County Highway Agency,1960,,0318,Fair,40.63936388933463,-73.73193611119136
3300320,Nassau,'1.0 MI S VALLEY STREAM','GIBSON BOULEVARD','FOSTERS BROOK',County Highway Agency,1952,,0218,Fair,40.65337777786816,-73.70106944376846
3300330,Nassau,'1 MI S OF VALLEY STREAM','COCHRANE PLACE','FOSTERS BROOK',County Highway Agency,1952,,0218,Good,40.652580556108724,-73.70233333294907
3300380,Nassau,'1.4 MI SW VALLEY STREAM','ROSEDALE ROAD','WATTS BROOK',County Highway Agency,1961,,0318,Fair,40.65260000010662,-73.72266666706577
3300390,Nassau,'1 MI S OF VALLEY STREAM','GIBSON BOULEVARD','DOXEY BROOK',County Highway Agency,1964,,0719,Good,40.64523888881845,-73.70127777835422
3300400,Nassau,'1.5 MI NW GREAT NECK','BAYVIEW AVENUE','UDALL MILL POND',County Highway Agency,1971,,0518,Fair,40.79927222224167,-73.74842222235588
3300410,Suffolk,'1.5 MI W. OF NEW SUFFOLK','NEW SUFFOLK AVE','MUD CREEK',County Highway Agency,1986,,0318,Fair,40.99311388900852,-72.50219166729855
3300420,Suffolk,'1.0 MI W.OF NEW SUFFOLK','NEW SUFFOLK AVE','DOWNS CREEK',County Highway Agency,1986,,0318,Fair,40.991952778074506,-72.49390833260645
3300430,Suffolk,'0.5 MI W. OF NEW SUFFOLK','NEW SUFFOLK AVE','WEST CREEK',County Highway Agency,1986,,0318,Fair,40.99105833330605,-72.48200833296971
3300440,Suffolk,'0.5 MI N OF MATTITUCK','GRAND AVE','LONG CREEK',County Highway Agency,1972,,0318,Fair,40.99904444415379,-72.53826111094574
3300450,Suffolk,'S OF WESTHAMPTON BEACH','JESSUP LANE','MORICHES BAY',County Highway Agency,1983,,0718,Fair,40.796066667068736,-72.6451555560712
3300460,Suffolk,'0.3M S INTERS CO.RTS30&80','SWEZEY STREET','SWAN RIVER',County Highway Agency,1988,,0318,Good,40.76445555602808,-72.99477777786417
3300470,Suffolk,'AT NORTH SEA','NOYACK ROAD','FISH COVE',County Highway Agency,1989,,0318,Good,40.937663889199214,-72.40882222205647
3300480,Suffolk,'AT WESTHAMPTON BEACH','STEVENS LANE','MONEYBOQUE CREEK',County Highway Agency,1930,,0619,Fair,40.806227778000476,-72.64154722210257
3300490,Suffolk,'SOUTH OF WESTHAMPTON','SOUTH ROAD','BEAVER DAM CREEK',County Highway Agency,1994,,0318,Good,40.81348333298275,-72.66494722224131
3300500,Suffolk,'S COUNTRY RD & SPEONK RV','SOUTH COUNTRY RD','SPEONK RIVER',County Highway Agency,1995,,0419,Good,40.808366666811246,-72.69088333261536
3300510,Suffolk,'AT SAGAPONACK POND','BRIDGE LANE','SAGAPONACK POND',Town or Township Highway Agency,1923,,0519,Fair,40.9183472220637,-72.29073611057389
3300520,Suffolk,'SOUTH OF PONQUOGUE-BEACH','PONQUOGUE AV-CR32','SHINNECOCK BAY',County Highway Agency,1988,,1018,Fair,40.84135277794919,-72.49930000028044
3300530,Suffolk,'IN SMITHTOWN','LANDING AVENUE','NISSEQUOGUE RIVER',County Highway Agency,1920,2005,0619,Fair,40.86359166722207,-73.20097777785004
3300549,Suffolk,'AT STONY BROOK','NICOLLS RD','HOSPITAL UNDRPASS',Other State Agencies,1975,,0418,Good,40.91101111094873,-73.11801944383149
3300550,Suffolk,'SOUTH OF BAYSHORE','AWIXA AVENUE','AWIXA-PENATAQ.CNL',County Highway Agency,1991,,0419,Good,40.71768611110964,-73.23431111124525
3300560,Suffolk,'WEST OF OAKDALE','IDLE HOUR BLVD','GRAND CANAL',County Highway Agency,1979,,0318,Fair,40.73878333307397,-73.14906111115656
3300570,Suffolk,'SOUTH OF BAYSHORE','PENATAQUIT AVE','AWIXA-PENATAQ.CNL',County Highway Agency,1932,1987,0418,Fair,40.71762777816302,-73.23654166672331
3300580,Suffolk,'1.5 MI WEST OF TUCKAHOE','RTE 27','ST ANDREWS RD',County Highway Agency,2008,,0418,Good,40.89161666670778,-72.43199999965512
3300610,Suffolk,'2 MI EAST OF WESTHAMPTON','MONTAUK HIGHWAY','QUANTUCK CREEK',County Highway Agency,1941,,0318,Good,40.82286666691808,-72.61873055557012
3300620,Suffolk,'SOUTH OF QUOGUE','POST LANE','QUOGUE CANAL',County Highway Agency,1940,,1019,Fair,40.8105166671643,-72.59429444397261
3300630,Suffolk,'BEACH LANE/QUANTUCK CANAL','BEACH LANE','QUANTUCK CANAL',County Highway Agency,1996,,0518,Fair,40.800686111224145,-72.62794166669444
3300640,Suffolk,'0.5 MI N OF CENTERPORT','MILL DAM ROAD','CENTERPORT HARBOR',County Highway Agency,1936,2004,0618,Fair,40.89292499999318,-73.37288333332494
3300660,Suffolk,'0.5 MI S OF SOUTHOLD','OAKLAWN AVENUE','JOCKEY CREEK',County Highway Agency,1986,,0318,Good,41.05536666686564,-72.42619166730118
3300670,Suffolk,'1.0 MI S OF SOUTHOLD','BAYVIEW RD  NORTH','GOOSE CREEK',County Highway Agency,1968,,0318,Good,41.051433333134966,-72.41493333337357
3300689,Suffolk,'AT RIVERHEAD','CENTER DRIVE','PECONIC RIVER',County Highway Agency,1957,,0318,Fair,40.91766388929742,-72.66909722235995
3300690,Suffolk,'SW OF EAST HAMPTON','DUNEMERE LANE','HOOK POND',County Highway Agency,1937,2015,0419,Fair,40.955116667198936,-72.17785277801056
3300700,Suffolk,'NORTHEAST OF NORTH SEA','TOWD POINT ROAD','DAVIS CREEK',County Highway Agency,1941,,0719,Fair,40.94446666696203,-72.41551666697974
3300710,Suffolk,'AT WESTHAMPTON BEACH','MAIN STREET','ASPATUCK RIVER',County Highway Agency,1967,,0318,Fair,40.81218888878957,-72.63460555632157
3300720,Suffolk,'AT BLUEPOINT','WEEKS STREET','TUTHILLS CREEK',County Highway Agency,1946,,0418,Fair,40.753705556091425,-73.02389444357026
3300730,Suffolk,'AT BLUEPOINT','MIDDLE ROAD','COREYS CREEK',County Highway Agency,1947,,0418,Fair,40.7465861112458,-73.02956388919478
3300740,Suffolk,'AT SAYVILLE','MIDDLE ROAD','BROWNS CREEK',County Highway Agency,2014,,0618,Good,40.735794444277715,-73.07274444424174
3300750,Suffolk,'WEST OF OAKDALE','SHORE DR','GRAND CANAL',County Highway Agency,1964,,0318,Fair,40.72843611096662,-73.14892222173215
3300760,Suffolk,'SOUTHWEST OF OAKDALE','HOLLYWOOD DR','GRAND CANAL',County Highway Agency,1957,,0318,Good,40.738774999912465,-73.14784166702302
3300770,Suffolk,'SW OF MASTIC BEACH','FLOYD PKWY EXT','NARROW BAY',County Highway Agency,1959,,1018,Poor,40.73704722226815,-72.86751111055335
3300789,Suffolk,'1.8 MI EAST OF YAPHANK','WILLIAM FLOYD PKY','LIRR MAIN LINE',County Highway Agency,1960,,0718,Fair,40.83874722208159,-72.88729444395076
3300790,Suffolk,'AT CENTER MORICHES','RED BRIDGE RD','ORCHARD NECK CRK',County Highway Agency,1957,,0418,Fair,40.79556388893977,-72.78500000010403
3300800,Suffolk,'1.5 MI EAST OF MEDFORD','HORSE BLOCK RD','LONG ISLAND AVE  LIRR MA',County Highway Agency,1940,,0918,Poor,40.819925000135875,-72.96937222237837
3300820,Suffolk,'AT BABYLON','TROLLEY LINE RD','ARGYLE CREEK',County Highway Agency,1937,,0418,Fair,40.699066666790344,-73.32834722231082
3300830,Suffolk,'E OF SHELTER ISLAND HTS','WINTHROP RD','GARDINERS CREEK',County Highway Agency,1940,,0518,Fair,41.08401666700414,-72.34300000037919
3300850,Suffolk,'AT RIVERHEAD','PECONIC AVE','PECONIC RIVER',County Highway Agency,1930,,0318,Fair,40.91598611085676,-72.66261111112411
3360510,Nassau,'1 MILE EAST OF FREEPORT','MERRICK ROAD','WHALE NECK CREEK',County Highway Agency,1968,,0319,Fair,40.66116388897587,-73.53951666741418
3360520,Nassau,'1 MI SE OF MASSAPEQUA','MERRICK ROAD','CARMAN CREEK',County Highway Agency,1972,,0318,Fair,40.669216666732865,-73.43314722199523
3360539,Nassau,'1 MI SOUTH OF BALDWIN','ATLANTIC AVENUE','PARSONAGE CREEK',County Highway Agency,1975,,0418,Good,40.63821111120916,-73.61691944421989
3360540,Nassau,'1 MI SOUTH OF BALDWIN','ATLANTIC AVE','MILBURN CREEK',County Highway Agency,1979,,0418,Fair,40.642519443752995,-73.59929722203742
3360559,Nassau,'2.0 MI E OF HEMPSTEAD','GLEN CURTISS BLVD','908E908E03011088  RTE 90',County Highway Agency,1975,,1218,Fair,40.71829722216397,-73.58047777824484
3364381,Suffolk,'1 MI W OF FARMINGVILLE','NICOLLS ROAD SB','PORTION ROAD',County Highway Agency,1970,,0218,Fair,40.835502778226164,-73.0568194441598
3364382,Suffolk,'1 MI W OF FARMINGVILLE','NICOLLS ROAD NB','PORTION ROAD',County Highway Agency,1970,,0218,Fair,40.83555000005516,-73.05654166710764
3364391,Suffolk,'1 MI E OF FARMINGVILLE','PATCH-MT SINAI SB','SOUTH BICYCLE PATH',County Highway Agency,1973,,0318,Fair,40.84313888886237,-73.01875555642725
3364392,Suffolk,'1 MI E OF FARMINGVILLE','PATCH-MT SINAI NB','SOUTH BICYCLE PATH',County Highway Agency,1973,,0318,Fair,40.84331666693213,-73.01894166669292
3364400,Suffolk,'1.9 MI WEST OF HOLTSVILLE','HOLBROOK RD','RAILROAD AVE  LIRR MAIN',County Highway Agency,1973,,0818,Fair,40.810691666886335,-73.07634722213032
3364411,Suffolk,'1 MI N OF EASTPORT','PORT JEFFERSON RD','TOPPINGS PATH ROW',County Highway Agency,1974,1999,0518,Fair,40.84835833303857,-72.7401361109108
3364412,Suffolk,'1 MI N OF EASTPORT','PORT JEFFERSON RD','TOPPINGS PATH ROW',County Highway Agency,1974,1999,0518,Fair,40.84858055622693,-72.74012222205815
3364421,Suffolk,'1 MI N OF EASTPORT','PORT JEFFERSON RD','EAST MORICHES RD',County Highway Agency,1974,,0518,Fair,40.84666666696644,-72.73535555634476
